,İlan Başlığı,Semt,Mahalle,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
394, Küçükyalı Mektep Cd Bahçe Kullanımlı 2+1, Maltepe, Küçükyalı Mahallesi,2+1,20,4,Düz Giriş,100,1,0,KombiDoğalgaz,375000
395," ESENYURT YEŞİLKENT MAH, SIFIR KELEPİR 2+1 SATILIK BAHÇE KATI ", Esenyurt, Yeşilkent Mahallesi,2+1,0,5,Bahçe Katı,95,1,0,KombiDoğalgaz,180000
396, DESTAN-519-FATİH-K.M.PAŞA-SAĞLIK OCAĞI CİVARI-2+1-70M2, Fatih, Sümbül Efendi Mahallesi,2+1,20,5,3. Kat,70,1,0,KombiDoğalgaz,320000
397, ESENYURT YEŞİLKENT MH. AMERİKAN MUTFAK BAHÇE KATI , Esenyurt, Yeşilkent Mahallesi,2+1,4,6,Bahçe Katı,95,1,0,KombiDoğalgaz,185000
398, DERYADİLDE Y.GİRİŞ  KÖŞE FERAH  2+1 TEMİZ KİRACILI DAİRE, Beşiktaş, Muradiye Mahallesi,2+1,20,5,Yüksek Giriş,75,1,0,KombiDoğalgaz,650000
399, Pendik Fevzi Çakmak Mahallesin' de Satılık 2+1 Daire, Pendik, Fevzi Çakmak Mahallesi,2+1,11-20,5,4. Kat,110,1,0,KombiDoğalgaz,330000
400,KARTAL'DA 3+1 2.KAT SATILIK DAİRE, Kartal, Yalı Mahallesi,3+1,11-20,5,2. Kat,120,1,0,KombiDoğalgaz,580000
401,Sahibinden acil satılık 3+1 yüksek giriş daire, Esenyurt, Saadetdere Mahallesi,3+1,4,6,Yüksek Giriş,110,1,0,KombiDoğalgaz,395000
402, BARIŞ'TAN TEPEÜSTÜ MERKEZDE SATILIK KREDİYE UYGUN 2+1 DAİRE, Küçükçekmece, Cumhuriyet Mahallesi,2+1,20,4,3. Kat,100,1,0,KombiDoğalgaz,415000
403, BEYLİKDÜZÜ BAŞKENT YAPI'DAN CADDE ÜZERİ SATILIK 3+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,3+1,1,5,3. Kat,165,2,0,KombiDoğalgaz,569000
404, BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 6DK SİTE İÇİ 1+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,1+1,1,13,10. Kat,83,1,0,KombiDoğalgaz,399000
405, Mertcandan yayalar mah açık balkonlu 3+1 daire, Pendik, Yayalar Mahallesi,3+1,5-10,4,Kot 1 (-1). Kat,120,1,1,KombiDoğalgaz,675000
406, YENİDOĞAN MERKEZ SAFA MAH. 2+1 ARAKAT ACİLL SATILIK DAİRE, Sancaktepe, Safa Mahallesi,2+1,11-20,7,2. Kat,100,1,0,KombiDoğalgaz,315000
407, BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 8DK OTOPARKLI 2+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,2+1,1,5,3. Kat,115,2,0,KombiDoğalgaz,459000
408, ÜLKEM'DEN FATİH MAH FULL GÖL DENİZ MAZARALI REZİDANSTA 2+1 DAİRE, Küçükçekmece, Fatih Mahallesi,2+1,0,14,10. Kat,130,1,0,KombiDoğalgaz,1150000
409, Mertcandan velibaba mah açık balkonlu 3+1 fırsat daire, Pendik, Velibaba Mahallesi,3+1,5-10,3,Kot 1 (-1). Kat,135,1,0,KombiDoğalgaz,485000
410, AVCILAR GÜMÜŞPALA DA SATILIK 2+4 DUBLEKS DAİRE, Avcılar, Gümüşpala Mahallesi,4+2,11-20,3,3. Kat,190,2,0,KombiDoğalgaz,1195000
411,شقق مميزة بمساحة كبيره بأقساط لمدة 60 شهردفعة اولى%35, Esenyurt, Cumhuriyet Mahallesi,2+1,0,12,7. Kat,125,2,0,KombiDoğalgaz,279000
412, Dikilitaş Merkezde 2+1 Kombili Komple Yenilenmiş Krediye Uygun, Beşiktaş, Dikilitaş Mahallesi,2+1,20,4,4. Kat,90,1,0,KombiDoğalgaz,850000
413, Mertcandan Cumhuriyet Mah Ebeveyn Banyolu 3+1 İskanlı Lüks Daire, Kartal, Cumhuriyet Mahallesi,3+1,5-10,8,5. Kat,170,1,0,KombiDoğalgaz,825000
414,SERKAN YANDIK TAN BERRAK SİTESİ 1 NCİ ARAKAT ÖZEL DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,1. Kat,145,2,0,KombiDoğalgaz,647500
415,SERKAN YANDIK TAN BERRAK SİTESİNDE ÖZEL YAPIM GÜNEY BATI DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,8. Kat,145,2,0,KombiDoğalgaz,682500
416,SERKAN YANDIK TAN BERRAK SİTESİNDE ARA KAT ÖZEL YAPIM DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,7. Kat,145,2,0,KombiDoğalgaz,679000
417, Göktürk'te merkezi konum sitede içi yenilenmiş 2+1 120m2 arakat, Eyüpsultan, Göktürk Merkez Mahallesi,2+1,5-10,5,3. Kat,120,2,0,Merkezi(PayÖlçer),1795000
418,ÇEKMEKÖY CUMHURİYET MH MERKEZİ LOKASYONDA ANA CADDEYE YAKIN 1+1, Çekmeköy, Cumhuriyet Mahallesi,1+1,4,6,Bahçe Katı,65,1,0,KombiDoğalgaz,185000
419, GÜNGÖREN DE SIFIR BİNA DA 70M2 2+1 SATILIK DAİRE, Güngören, Haznedar Mahallesi,2+1,0,4,3. Kat,70,1,0,KombiDoğalgaz,820000
420, İÇERENKÖYDE DEPREM YÖNETMENLİKLİ 3+1 İSKANLI , Ataşehir, İçerenköy Mahallesi,3+1,5-10,5,4. Kat,130,1,0,KombiDoğalgaz,910000
421, GÜNGÖREN DE SIFIR  BİNA DA  50M2 1+1  SATILIK  BAHÇE  KATLARI , Güngören, Haznedar Mahallesi,1+1,0,4,Bahçe Katı,50,1,0,KombiDoğalgaz,360000
422, Küçükyalı Mektep Cd Bahçe Kullanımlı 2+1, Maltepe, Küçükyalı Mahallesi,2+1,20,4,Düz Giriş,100,1,0,KombiDoğalgaz,375000
423,TURYAP TAÇTAN AVCILAR AMBARLI MERKEZİ YERDE 3+1 135 M2 DAİRE, Avcılar, Ambarlı Mahallesi,3+1,20,5,3. Kat,135,1,0,KombiDoğalgaz,390000
424,KAYAŞEHİR FENERTEPE 13. BÖLGE SATILIK VADİ MANZARALI 1+1 DAİRE, Başakşehir, Kayabaşı Mahallesi,1+1,5-10,3,Yüksek Giriş,48,1,0,Merkezi(PayÖlçer),350000
425, DESTAN-519-FATİH-K.M.PAŞA-SAĞLIK OCAĞI CİVARI-2+1-70M2, Fatih, Sümbül Efendi Mahallesi,2+1,20,5,3. Kat,70,1,0,KombiDoğalgaz,320000
426, ESENYURT YEŞİLKENT MH. AMERİKAN MUTFAK BAHÇE KATI , Esenyurt, Yeşilkent Mahallesi,2+1,4,6,Bahçe Katı,95,1,0,KombiDoğalgaz,185000
427, DERYADİLDE Y.GİRİŞ  KÖŞE FERAH  2+1 TEMİZ KİRACILI DAİRE, Beşiktaş, Muradiye Mahallesi,2+1,20,5,Yüksek Giriş,75,1,0,KombiDoğalgaz,650000
428,Tema İstanbul'da 2+1 151m2 Satılık Bahçe Katı, Küçükçekmece, Atakent Mahallesi,2+1,5-10,9,Bahçe Katı,151,2,0,Merkezi(PayÖlçer),3000000
429,çok temiz harika konum , Başakşehir, Bahçeşehir 2. Kısım Mahallesi,5+2,11-20,4,Villa Tipi,400,4,0,KombiDoğalgaz,2250000
430, ÜNALAN MERKEZDE SATILIK 2+1 DAİRE, Üsküdar, Ünalan Mahallesi,2+1,0,3,2. Kat,80,1,0,KombiDoğalgaz,495000
431,ÖNAL GAYRİMENKULDEN SATILIK 2+1 ÜST DUBLEKS, Sancaktepe, İnönü Mahallesi,2+1,5-10,4,Çatı Katı,120,1,0,KombiDoğalgaz,430000
432,Soyak Park Aparts 2+1 72m2 Göl Manzaralı Satılık Daire, Küçükçekmece, Atakent Mahallesi,2+1,5-10,15,12. Kat,72,1,0,Merkezi(PayÖlçer),690000
433, Pendik Fevzi Çakmak Mahallesin' de Satılık 2+1 Daire, Pendik, Fevzi Çakmak Mahallesi,2+1,11-20,5,4. Kat,110,1,0,KombiDoğalgaz,330000
434,MERDİVENKÖY MEDİCAL PARK ARKASI 3+1 125 M2, Kadıköy, Sahrayı Cedit Mahallesi,3+1,11-20,10,4. Kat,125,1,0,KombiDoğalgaz,950000
435,KARTAL'DA 3+1 2.KAT SATILIK DAİRE, Kartal, Yalı Mahallesi,3+1,11-20,5,2. Kat,120,1,0,KombiDoğalgaz,580000
436, Mertcandan kavakpınar mah 3+1 geniş fırsat açık balkonlu daire, Pendik, Kavakpınar Mahallesi,3+1,2,9,4. Kat,105,1,0,KombiDoğalgaz,560000
437,Sahibinden acil satılık 3+1 yüksek giriş daire, Esenyurt, Saadetdere Mahallesi,3+1,4,6,Yüksek Giriş,110,1,0,KombiDoğalgaz,395000
438, BARIŞ'TAN TEPEÜSTÜ MERKEZDE SATILIK KREDİYE UYGUN 2+1 DAİRE, Küçükçekmece, Cumhuriyet Mahallesi,2+1,20,4,3. Kat,100,1,0,KombiDoğalgaz,415000
439, BEYLİKDÜZÜ BAŞKENT YAPI'DAN CADDE ÜZERİ SATILIK 3+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,3+1,1,5,3. Kat,165,2,0,KombiDoğalgaz,569000
440, BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 6DK SİTE İÇİ 1+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,1+1,1,13,10. Kat,83,1,0,KombiDoğalgaz,399000
441, YENİDOĞAN MERKEZ SAFA MAH. 2+1 ARAKAT ACİLL SATILIK DAİRE, Sancaktepe, Safa Mahallesi,2+1,11-20,7,2. Kat,100,1,0,KombiDoğalgaz,315000
442, BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 8DK OTOPARKLI 2+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,2+1,1,5,3. Kat,115,2,0,KombiDoğalgaz,459000
443, ÜLKEM'DEN FATİH MAH FULL GÖL DENİZ MAZARALI REZİDANSTA 2+1 DAİRE, Küçükçekmece, Fatih Mahallesi,2+1,0,14,10. Kat,130,1,0,KombiDoğalgaz,1150000
444, AVCILAR GÜMÜŞPALA DA SATILIK 2+4 DUBLEKS DAİRE, Avcılar, Gümüşpala Mahallesi,4+2,11-20,3,3. Kat,190,2,0,KombiDoğalgaz,1195000
445,شقق مميزة بمساحة كبيره بأقساط لمدة 60 شهردفعة اولى%35, Esenyurt, Cumhuriyet Mahallesi,2+1,0,12,7. Kat,125,2,0,KombiDoğalgaz,279000
446, Dikilitaş Merkezde 2+1 Kombili Komple Yenilenmiş Krediye Uygun, Beşiktaş, Dikilitaş Mahallesi,2+1,20,4,4. Kat,90,1,0,KombiDoğalgaz,850000
447,SERKAN YANDIK TAN BERRAK SİTESİ 1 NCİ ARAKAT ÖZEL DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,1. Kat,145,2,0,KombiDoğalgaz,647500
448,SERKAN YANDIK TAN BERRAK SİTESİNDE ÖZEL YAPIM GÜNEY BATI DAİRE, Pendik, Harmandere Mahallesi,3+1,11-20,9,8. Kat,145,2,0,KombiDoğalgaz,682500
449, AVCILAR CIHANGIR MAH. 2+1 LUX DAIRE FIRSATLARI RUZGAR YAPI'DA!!, Avcılar, Cihangir Mahallesi,2+1,1,6,4. Kat,110,1,0,KombiDoğalgaz,179000
450, SANCAKTEPE YUNUSEMRE MAH 2+1 ÇATI DUBLEKS SESTİNİ GAYRİMENKUL DE, Sancaktepe, Yunus Emre Mahallesi,2+1,2,3,Çatı Dubleks,110,1,0,KombiDoğalgaz,365000
451, BEYLİKDÜZÜNDE MERKEZİ KONUMDA BAHÇELİ 2+1 DAİRE FIRSATI!!!, Beylikdüzü, Kavaklı Mahallesi,2+1,4,5,Bahçe Katı,105,1,0,DoğalgazSobalı,349000
452, BEYLİKDÜZÜ RÜZGAR YAPI'DAN METROBÜSÜN DİBİNDE 3+1 LUX DAİRELER!, Beylikdüzü, Cumhuriyet Mahallesi,3+1,2,7,6. Kat,130,2,0,KombiDoğalgaz,299000
453,KARTAL DENİZ MANZARALI 3.KAT 120m2 KREDİYE UYGUN KOMBİ BALKON, Kartal, Kordonboyu Mahallesi,2+1,20,4,3. Kat,115,2,0,KombiDoğalgaz,805000
454,CUMHURİYET BEYLİFE CİTY DENİZ MANZ EŞYALI SATILIK DUBLEX 5+2, Beylikdüzü, Cumhuriyet Mahallesi,5+2,4,14,14. Kat,320,4,0,Merkezi(PayÖlçer),2300000
455,NECİP FAZIL'DA İSKANLI YENİ BİNADA GENİŞ ..2+1.. DAİRE..!, Sultanbeyli, Necip Fazıl Mahallesi,2+1,1,5,Yüksek Giriş,100,1,0,KombiDoğalgaz,270000
456,DEMİR İNŞAAT GAYRİMENKULDEN 50.YILDA 2+1 90M2 YÜKSEK GİRİŞ, Sultangazi, 50. Yıl Mahallesi,2+1,11-20,5,Yüksek Giriş,95,1,0,KombiDoğalgaz,349000
457,(Yeditepe Aras) Yüksek Kira Getirili 7Tepe Ünv. Yanı 4+1 Dublex, Ataşehir, İnönü Mahallesi,4+1,5-10,5,4. Kat,150,2,0,KombiDoğalgaz,850000
458,BEYLİKDÜZÜ BÖLGESİNİN EN LÜX VİLLA PROJESİ SATIŞA BAŞLAMIŞTIR..., Beylikdüzü, Kavaklı Mahallesi,5+2,0,3,Düz Giriş,450,5,0,YerdenIsıtma,5250000
459,EMLAK KONUT BAŞAKŞEHİR EVLERİ BAHÇE KULLANIMLI 2+1 ÜÇ CEPHELİ, Başakşehir, Kayabaşı Mahallesi,2+1,4,9,Düz Giriş,109,2,0,Merkezi(PayÖlçer),1070000
460,AVANGART İSTANBUL 16.875 TL TAKSİTLE SATILIK 3+1 DAİRE, Kağıthane, Seyrantepe Mahallesi,3+1,0,12,6. Kat,130,2,0,Merkezi(PayÖlçer),3258000
461,Küçükyalı Altıntepede 3 yıllık binada 60m2 kombili 1+1 otoparklı, Maltepe, Altıntepe Mahallesi,1+1,3,4,Düz Giriş,60,1,0,KombiDoğalgaz,595000
462,YAMAN'DAN SÖĞÜTLÜÇEŞME'DE CADDE ÜZERİ 3+1 150 M2 BAKIMLI DAİRE, Küçükçekmece, Söğütlü Çeşme Mahallesi,3+1,20,3,1. Kat,150,1,0,KombiDoğalgaz,525000
463,SARIYER ZÜMRÜTEVLER DE KAT MÜLKİYETLİ ACİL SATILIK 2+1 DAİRE, Sarıyer, Merkez Mahallesi,2+1,20,4,1. Kat,85,1,0,KombiDoğalgaz,620000
464,MAHAL SANCAKTEPE SİTESİ TEK YETKİLİ SATIŞ OFİSİNDEN SATILIK 3+1, Sancaktepe, Osmangazi Mahallesi,3+1,5-10,9,2. Kat,127,2,0,Merkezi(PayÖlçer),895000
465,BİRLİK'DEN İÇİ YAPILI BALKONLU GENİŞ 2+1 105 m2 KAÇIRAN ÜZÜLÜRR, Üsküdar, Valide-i Atik Mahallesi,2+1,20,4,2. Kat,120,1,0,KombiDoğalgaz,600000
466,ESER YAPIDAN SATILIK3+1 120M2 BALKONLU ARAKAT GİBİ YUKSEK GİRİŞ, Başakşehir, Altınşehir Mahallesi,3+1,0,3,1. Kat,125,1,0,KombiDoğalgaz,520000
467,SARIYER TERRACE BAHÇE DE 3+1 SATILIK BAHÇE DUBLEKS, Sarıyer, Zekeriyaköy Mahallesi,3+1,5-10,4,Bahçe Katı,200,2,0,Merkezi(PayÖlçer),2750000
468, DORELİFE SİTESİNDE SATILIK 1+1 GİRİŞ KAT DAİRE HALİL GÜLER, Sancaktepe, Emek Mahallesi,1+1,4,9,Yüksek Giriş,68,1,1,Merkezi(PayÖlçer),349000
469,KAĞITHANE NEF 08 REZİDANCE DE SATILIK DAİRE, Kağıthane, Çağlayan Mahallesi,2+1,1,15,1. Kat,87,1,0,MerkeziDoğalgaz,679000
470,JOKER GAYRİMENKUL YENİŞEHİR GRUPKENT VİLLALARI ÖZEL YAPIM, Pendik, Yenişehir Mahallesi,3+2,11-20,4,Düz Giriş,300,3,0,KombiDoğalgaz,2570000
471, MİMAR EMLAK'TAN MEHMET AKİFTE TEK DAİRE ÜZERİ 3+1 3.KAT, Küçükçekmece, Mehmet Akif Mahallesi,3+1,11-20,6,3. Kat,145,1,0,KombiDoğalgaz,370000
472, Çağlayan Mahallesinde 2+1 Satılık BAHÇE KATI , Kağıthane, Çağlayan Mahallesi,2+1,4,6,Bahçe Katı,75,1,0,KombiDoğalgaz,310000
473,ÜMRANİYE MADENLER DE ÇOK ŞIK GİRİŞ SATILIK DAİRE, Ümraniye, Madenler Mahallesi,2+1,2,5,Yüksek Giriş,80,1,0,KombiDoğalgaz,487500
474,AVRUPA EMLAK'DAN ÇATALCA DEVLET HASTANESİNİN YANINDA ARA KAT 2+1, Çatalca, Ferhatpaşa Mahallesi,2+1,5-10,5,3. Kat,105,1,0,KombiDoğalgaz,460000
475,GOLD EMLAK'TAN EYÜP BİNEVLER'DE METRONUN DİBİNDE 5+1 DUBLEKS, Eyüpsultan, Karadolap Mahallesi,5+1,11-20,5,5. Kat,175,2,0,KombiDoğalgaz,1330000
476,GOLD EMLAK'TAN EYÜP GÜZELTEPE'DE SIFIR 4+1 SATILIK DUBLEKS, Eyüpsultan, Güzeltepe Mahallesi,4+1,0,3,3. Kat,155,2,0,KombiDoğalgaz,800000
477, BAHÇELİEVLER ÇALIŞLAR CADDESİ'NE İKİNCİ BİNA 125M² LÜX 3+1 DAİRE, Bahçelievler, Bahçelievler Mahallesi,3+1,0,4,2. Kat,125,2,0,KombiDoğalgaz,2150000
478, Mertcandan şeyhli mah iskanlı 3+1 daire, Pendik, Şeyhli Mahallesi,2+1,3,6,2. Kat,120,1,0,KombiDoğalgaz,560000
479, Mertcandan şeyhli mah iskanlı 3+1 daire, Pendik, Şeyhli Mahallesi,2+1,3,6,2. Kat,120,1,0,KombiDoğalgaz,560000
480, ESENYURT  PINAR  MAHALLESİNDE  SATILIK  3+1  DAİRE, Esenyurt, Pınar Mahallesi,3+1,0,6,3. Kat,120,1,0,KombiDoğalgaz,420000
481, İNÖNÜ MAHALLSİNDE CADDE ÜZERİ KULLANIŞLI 1+1 SATILIK DAİRE , Esenyurt, İnönü Mahallesi,1+1,5-10,5,Düz Giriş,85,1,0,KombiDoğalgaz,265000
482, ERENKÖY BAĞDAT DİVANA YAKIN 2+1 ÇİFT BALKONLU 90M2 NET, Kadıköy, Erenköy Mahallesi,2+1,20,5,Yüksek Giriş,115,1,0,MerkeziDoğalgaz,1350000
483, Mertcandan şeyhli mah açık balkonlu ebeveyn banyolu 3+1 daire, Pendik, Şeyhli Mahallesi,3+1,0,7,1. Kat,125,2,0,KombiDoğalgaz,699000
484, CUMHURİYET MAH'DE 3+1 SATILIK 115 M2 LÜKS ARAKAT DAİRE, Küçükçekmece, Cumhuriyet Mahallesi,3+1,0,9,4. Kat,115,1,0,Merkezi(PayÖlçer),775000
485, AKBAYIRLAR'DAN GÜMÜŞPINAR'DA SATILIK 3+1 150M2 İSKANLI LÜX DAİRE, Kartal, Gümüşpınar Mahallesi,3+1,5-10,8,8. Kat,150,1,0,KombiDoğalgaz,750000
486, BEYLİLDÜZÜ PAPATYA RESİDENCE 2 STÜDYO TARZI 1+1, Esenyurt, Barbaros Hayrettin Paşa Mahallesi,1+1,5-10,15,4. Kat,74,1,1,Merkezi(PayÖlçer),340000
487,BEGÜMDEN GÖZTEPE'DE KAPANMAZ MANZ. 2020 YAPIMI 100M2 2+1, Kadıköy, Merdivenköy Mahallesi,2+1,0,14,12. Kat,110,1,0,KombiDoğalgaz,1250000
488," BÜYÜKYALI İSTANBUL’DA DENİZ MANZARALI 3,5+1 SATILIK LÜKS DAİRE", Zeytinburnu, Kazlıçeşme Mahallesi,3+1,1,17,14. Kat,220,3,1,Merkezi(PayÖlçer),20000000
489,ÇEKMEKÖY ÇATALMEŞE MAH DE SATILIK DUBLEKS DAİRE 3 + 2, Çekmeköy, Çatalmeşe Mahallesi,3+2,4,5,5. Kat,160,2,0,KombiDoğalgaz,735000
490, ÜMRANİYE ARMAĞAN EVLER MAHALLESİNDE 6 YILLIK BİNADA 2+1 KOMBİLİ, Ümraniye, Armağanevler Mahallesi,2+1,5-10,6,2. Kat,95,1,0,KombiDoğalgaz,500000
491, HAYPARK SATIŞ OFİSİNDEN KOMİSYONSUZ 3+1 BAHÇELİ LOFT DAİRE, Çekmeköy, Taşdelen Mahallesi,3+1,0,9,1. Kat,210,2,0,KombiDoğalgaz,1229000
492,SULTANİYE MAHALLESİNDE KUPON 2+1 SATILIK DAİRE , Esenyurt, Sultaniye Mahallesi,2+1,0,5,1. Kat,110,1,0,KombiDoğalgaz,370000
493,ÇİFTEHAVUZLAR BAĞDAT CAD.YAKIN 5 YILLIK BİNADA KOMBİLİ 4+1, Kadıköy, Göztepe Mahallesi,4+1,5-10,9,7. Kat,175,2,0,Merkezi(PayÖlçer),3985000
494,ÇİFTEHAVUZLAR'DA 7/24 GÜVENLİKLİ SİTEDE OYUN PARKLI LÜX 4+1, Kadıköy, Göztepe Mahallesi,4+1,20,17,7. Kat,220,3,0,Merkezi(PayÖlçer),3585000
495,GÜLTEPEDE ÇİFT BALKONLU KISA KATLI BİNADA SATILIK 2+1 DAİRE, Küçükçekmece, Gültepe Mahallesi,2+1,20,5,2. Kat,90,1,0,KombiDoğalgaz,550000
496,VADİSTANBUL TERAS SİTESİNDE 3+1 SATILIK DAİRE ORMAN MANZARALI, Sarıyer, Ayazağa Mahallesi,3+1,5-10,10,5. Kat,170,2,0,MerkeziDoğalgaz,4500000
497,POİNT'DEN SULTAN MURAT MH. SATILIK ÖN CEPHE 2+1 DAİREE, Küçükçekmece, Sultan Murat Mahallesi,2+1,4,3,1. Kat,110,1,0,KombiDoğalgaz,560000
498,POİNT'DEN YEŞİLOVA MH.SATILIK ÖN CEPHE 2+1YÜKSEK GİRİŞ DAİRE!, Küçükçekmece, Yeşilova Mahallesi,2+1,2,4,Yüksek Giriş,90,1,0,KombiDoğalgaz,490000
499,ŞEREF EMLAK KARLITEPE MAH.5+2BUTİK SİTE OTOPARKLI SATILIK DUBLEX, Gaziosmanpaşa, Karlıtepe Mahallesi,5+2,0,5,Çatı Dubleks,200,2,0,MerkeziDoğalgaz,1350000
500, SİMA YAPI'DAN MERKEZİ KONUMDA 3+1 ŞIK VE FERAH SATILIK ARA KAT, Beylikdüzü, Cumhuriyet Mahallesi,2+1,0,4,1. Kat,110,1,0,KombiDoğalgaz,375000
501, HAYGRUP SATIŞOFİSİ HAYPARK SİTESİ 10M2 BALKONLU KOMİSYONSUZ 2+1, Çekmeköy, Taşdelen Mahallesi,2+1,0,13,12. Kat,105,2,0,KombiDoğalgaz,739000
502, HATUN GAYRİMENKUL ÇAMÇEŞMEDE 2+1 SATILIK SIFIR DAİRE MANZARALI, Pendik, Çamçeşme Mahallesi,2+1,0,8,7. Kat,90,1,0,KombiDoğalgaz,575000
503,Pama'dan Güzel Konumda 1.Sınıf İşçilik Satılık 2+1 Fırsat Daire, Tuzla, Aydınlı Mahallesi,2+1,0,7,6. Kat,95,1,0,Merkezi(PayÖlçer),399000
504, MARİN İNŞAAT'TAN METROBÜSE YAKIN YATIRIM İÇİN BİRE BİR DAİRELER!, Esenyurt, Saadetdere Mahallesi,3+1,1,6,2. Kat,130,2,0,KombiDoğalgaz,192000
505," BAHÇELİEVLER SOĞANLI MAH FULL YAPILI 2+1-3, KAT DAİRE", Bahçelievler, Soğanlı Mahallesi,2+1,4,5,3. Kat,90,1,0,KombiDoğalgaz,685000
506, AKBAYIRLAR'DAN HÜRRİYET'TE İSKANLI EBEVEYNLİ K.OTOPARKLI LÜX 3+2, Kartal, Hürriyet Mahallesi,3+2,0,5,Çatı Dubleks,230,3,0,KombiDoğalgaz,1079000
507,ÇEKMEKÖY ZİN D DIAMOND SİTESİNDE 1+1 60 M2 SATILIK, Çekmeköy, Cumhuriyet Mahallesi,1+1,0,10,7. Kat,60,1,0,Merkezi(PayÖlçer),370000
508,ÇEKMEKÖY ZİN D DIAMOND SİTESİNDE 2+1 78 M2 SATILIK zind diamond, Çekmeköy, Cumhuriyet Mahallesi,2+1,0,10,4. Kat,78,2,0,Merkezi(PayÖlçer),589000
509, ESENYURT  PINAR  MAHALLESİNDE  SATILIK  3+1  DAİRE, Esenyurt, Pınar Mahallesi,3+1,0,6,3. Kat,120,1,0,KombiDoğalgaz,420000
510, İNÖNÜ MAHALLSİNDE CADDE ÜZERİ KULLANIŞLI 1+1 SATILIK DAİRE , Esenyurt, İnönü Mahallesi,1+1,5-10,5,Düz Giriş,85,1,0,KombiDoğalgaz,265000
511, ERENKÖY BAĞDAT DİVANA YAKIN 2+1 ÇİFT BALKONLU 90M2 NET, Kadıköy, Erenköy Mahallesi,2+1,20,5,Yüksek Giriş,115,1,0,MerkeziDoğalgaz,1350000
512, Mertcandan şeyhli mah açık balkonlu ebeveyn banyolu 3+1 daire, Pendik, Şeyhli Mahallesi,3+1,0,7,1. Kat,125,2,0,KombiDoğalgaz,699000
513, CUMHURİYET MAH'DE 3+1 SATILIK 115 M2 LÜKS ARAKAT DAİRE, Küçükçekmece, Cumhuriyet Mahallesi,3+1,0,9,4. Kat,115,1,0,Merkezi(PayÖlçer),775000
514, AKBAYIRLAR'DAN GÜMÜŞPINAR'DA SATILIK 3+1 150M2 İSKANLI LÜX DAİRE, Kartal, Gümüşpınar Mahallesi,3+1,5-10,8,8. Kat,150,1,0,KombiDoğalgaz,750000
515, BEYLİLDÜZÜ PAPATYA RESİDENCE 2 STÜDYO TARZI 1+1, Esenyurt, Barbaros Hayrettin Paşa Mahallesi,1+1,5-10,15,4. Kat,74,1,1,Merkezi(PayÖlçer),340000
516,BEGÜMDEN GÖZTEPE'DE KAPANMAZ MANZ. 2020 YAPIMI 100M2 2+1, Kadıköy, Merdivenköy Mahallesi,2+1,0,14,12. Kat,110,1,0,KombiDoğalgaz,1250000
517," BÜYÜKYALI İSTANBUL’DA DENİZ MANZARALI 3,5+1 SATILIK LÜKS DAİRE", Zeytinburnu, Kazlıçeşme Mahallesi,3+1,1,17,14. Kat,220,3,1,Merkezi(PayÖlçer),20000000
518,ÇEKMEKÖY ÇATALMEŞE MAH DE SATILIK DUBLEKS DAİRE 3 + 2, Çekmeköy, Çatalmeşe Mahallesi,3+2,4,5,5. Kat,160,2,0,KombiDoğalgaz,735000
519, ÜMRANİYE ARMAĞAN EVLER MAHALLESİNDE 6 YILLIK BİNADA 2+1 KOMBİLİ, Ümraniye, Armağanevler Mahallesi,2+1,5-10,6,2. Kat,95,1,0,KombiDoğalgaz,500000
520, HAYPARK SATIŞ OFİSİNDEN KOMİSYONSUZ 3+1 BAHÇELİ LOFT DAİRE, Çekmeköy, Taşdelen Mahallesi,3+1,0,9,1. Kat,210,2,0,KombiDoğalgaz,1229000
521,SULTANİYE MAHALLESİNDE KUPON 2+1 SATILIK DAİRE , Esenyurt, Sultaniye Mahallesi,2+1,0,5,1. Kat,110,1,0,KombiDoğalgaz,370000
522,ÇİFTEHAVUZLAR BAĞDAT CAD.YAKIN 5 YILLIK BİNADA KOMBİLİ 4+1, Kadıköy, Göztepe Mahallesi,4+1,5-10,9,7. Kat,175,2,0,Merkezi(PayÖlçer),3985000
523,ÇİFTEHAVUZLAR'DA 7/24 GÜVENLİKLİ SİTEDE OYUN PARKLI LÜX 4+1, Kadıköy, Göztepe Mahallesi,4+1,20,17,7. Kat,220,3,0,Merkezi(PayÖlçer),3585000
